date;time;type;value;unit
14/02/2015;23:55:04.690;indoor relative humidity;36.0;%
14/02/2015;23:55:09.710;indoor temperature;18.3;°C
14/02/2015;23:55:14.200;volatile organic compounds;0.03;ppm
14/02/2015;23:55:19.130;carbon dioxide;394;ppm
14/02/2015;23:56:02.482;indoor relative humidity;36.0;%
14/02/2015;23:57:03.084;indoor relative humidity;36.0;%
14/02/2015;23:58:03.387;indoor relative humidity;36.0;%
14/02/2015;23:58:09.577;indoor temperature;18.6;°C
14/02/2015;23:58:14.697;volatile organic compounds;0.03;ppm
14/02/2015;23:58:17.417;carbon dioxide;390;ppm
14/02/2015;23:59:05.380;indoor relative humidity;36.0;%
15/02/2015;00:00:03.973;indoor relative humidity;36.0;%
15/02/2015;00:01:04.796;indoor relative humidity;36.0;%
15/02/2015;00:01:07.996;indoor temperature;18.6;°C
15/02/2015;00:01:13.706;volatile organic compounds;0.03;ppm
15/02/2015;00:01:19.927;carbon dioxide;390;ppm
15/02/2015;00:02:04.089;indoor relative humidity;36.0;%
15/02/2015;00:03:04.981;indoor relative humidity;36.0;%
15/02/2015;00:04:04.874;indoor relative humidity;36.0;%
15/02/2015;00:04:07.904;indoor temperature;18.6;°C
15/02/2015;00:04:12.714;volatile organic compounds;0.03;ppm
15/02/2015;00:04:17.324;carbon dioxide;390;ppm
15/02/2015;00:05:05.396;indoor relative humidity;36.0;%
15/02/2015;00:06:03.189;indoor relative humidity;36.0;%
15/02/2015;00:07:04.291;indoor relative humidity;36.0;%
15/02/2015;00:07:09.612;indoor temperature;18.7;°C
15/02/2015;00:07:14.392;volatile organic compounds;0.03;ppm
15/02/2015;00:07:18.232;carbon dioxide;390;ppm
15/02/2015;00:08:05.414;indoor relative humidity;36.0;%
15/02/2015;00:09:02.606;indoor relative humidity;36.0;%
15/02/2015;00:10:05.009;indoor relative humidity;36.0;%
15/02/2015;00:10:10.089;indoor temperature;18.5;°C
15/02/2015;00:10:13.809;volatile organic compounds;0.03;ppm
15/02/2015;00:10:18.909;carbon dioxide;390;ppm
15/02/2015;00:11:03.191;indoor relative humidity;36.0;%
15/02/2015;00:12:04.184;indoor relative humidity;36.0;%
15/02/2015;00:13:03.777;indoor relative humidity;36.0;%
15/02/2015;00:13:09.107;indoor temperature;18.9;°C
15/02/2015;00:13:12.817;volatile organic compounds;0.03;ppm
15/02/2015;00:13:20.417;carbon dioxide;390;ppm
15/02/2015;00:14:02.999;indoor relative humidity;36.0;%
15/02/2015;00:15:03.691;indoor relative humidity;36.0;%
15/02/2015;00:16:03.084;indoor relative humidity;36.0;%
15/02/2015;00:16:09.594;indoor temperature;18.8;°C
15/02/2015;00:16:15.324;volatile organic compounds;0.02;ppm
15/02/2015;00:16:18.014;carbon dioxide;390;ppm
15/02/2015;00:17:04.296;indoor relative humidity;36.0;%
15/02/2015;00:18:02.298;indoor relative humidity;36.0;%
15/02/2015;00:19:03.090;indoor relative humidity;36.0;%
15/02/2015;00:19:10.211;indoor temperature;18.5;°C
15/02/2015;00:19:15.211;volatile organic compounds;0.03;ppm
15/02/2015;00:19:17.931;carbon dioxide;390;ppm
15/02/2015;00:20:05.283;indoor relative humidity;36.0;%
15/02/2015;00:21:03.675;indoor relative humidity;36.0;%
15/02/2015;00:22:02.498;indoor relative humidity;36.0;%
15/02/2015;00:22:09.018;indoor temperature;18.5;°C
15/02/2015;00:22:14.108;volatile organic compounds;0.03;ppm
15/02/2015;00:22:18.338;carbon dioxide;390;ppm
15/02/2015;00:23:04.180;indoor relative humidity;36.0;%
15/02/2015;00:24:03.903;indoor relative humidity;36.0;%
15/02/2015;00:25:02.386;indoor relative humidity;36.0;%
15/02/2015;00:25:09.726;indoor temperature;18.9;°C
15/02/2015;00:25:14.207;volatile organic compounds;0.03;ppm
15/02/2015;00:25:19.327;carbon dioxide;390;ppm
15/02/2015;00:26:05.299;indoor relative humidity;36.0;%
15/02/2015;00:27:02.301;indoor relative humidity;36.0;%
15/02/2015;00:28:02.704;indoor relative humidity;36.0;%
15/02/2015;00:28:07.614;indoor temperature;18.6;°C
15/02/2015;00:28:13.714;volatile organic compounds;0.03;ppm
15/02/2015;00:28:19.514;carbon dioxide;394;ppm
15/02/2015;00:29:03.876;indoor relative humidity;36.0;%
15/02/2015;00:30:02.488;indoor relative humidity;36.0;%
15/02/2015;00:31:04.381;indoor relative humidity;36.0;%
15/02/2015;00:31:07.411;indoor temperature;18.7;°C
15/02/2015;00:31:12.321;volatile organic compounds;0.03;ppm
15/02/2015;00:31:18.411;carbon dioxide;390;ppm
15/02/2015;00:32:05.093;indoor relative humidity;36.0;%
15/02/2015;00:33:03.995;indoor relative humidity;36.0;%
15/02/2015;00:34:04.988;indoor relative humidity;36.0;%
15/02/2015;00:34:08.018;indoor temperature;18.9;°C
15/02/2015;00:34:13.998;volatile organic compounds;0.03;ppm
15/02/2015;00:34:20.019;carbon dioxide;390;ppm
15/02/2015;00:35:03.990;indoor relative humidity;36.0;%
15/02/2015;00:36:04.604;indoor relative humidity;36.0;%
15/02/2015;00:37:02.886;indoor relative humidity;36.0;%
15/02/2015;00:37:08.127;indoor temperature;19.0;°C
15/02/2015;00:37:12.767;volatile organic compounds;0.03;ppm
15/02/2015;00:37:17.517;carbon dioxide;390;ppm
15/02/2015;00:38:05.099;indoor relative humidity;36.0;%
15/02/2015;00:39:04.001;indoor relative humidity;36.0;%
15/02/2015;00:40:03.394;indoor relative humidity;36.0;%
15/02/2015;00:40:08.534;indoor temperature;19.0;°C
15/02/2015;00:40:13.124;volatile organic compounds;0.03;ppm
15/02/2015;00:40:18.144;carbon dioxide;390;ppm
15/02/2015;00:41:04.787;indoor relative humidity;36.0;%
15/02/2015;00:42:04.409;indoor relative humidity;36.0;%
15/02/2015;00:43:03.412;indoor relative humidity;36.0;%
15/02/2015;00:43:08.492;indoor temperature;18.9;°C
15/02/2015;00:43:12.622;volatile organic compounds;0.03;ppm
15/02/2015;00:43:17.422;carbon dioxide;390;ppm
15/02/2015;00:44:03.914;indoor relative humidity;36.0;%
15/02/2015;00:45:04.097;indoor relative humidity;36.0;%
15/02/2015;00:46:03.519;indoor relative humidity;36.0;%
15/02/2015;00:46:07.699;indoor temperature;18.9;°C
15/02/2015;00:46:14.319;volatile organic compounds;0.02;ppm
15/02/2015;00:46:20.130;carbon dioxide;390;ppm
15/02/2015;00:47:04.011;indoor relative humidity;35.0;%
15/02/2015;00:48:02.415;indoor relative humidity;35.0;%
15/02/2015;00:49:02.408;indoor relative humidity;35.0;%
15/02/2015;00:49:07.598;indoor temperature;18.8;°C
15/02/2015;00:49:13.718;volatile organic compounds;0.03;ppm
15/02/2015;00:49:19.628;carbon dioxide;394;ppm
15/02/2015;00:50:03.100;indoor relative humidity;35.0;%
15/02/2015;00:51:05.212;indoor relative humidity;35.0;%
15/02/2015;00:52:02.695;indoor relative humidity;35.0;%
15/02/2015;00:52:08.915;indoor temperature;19.0;°C
15/02/2015;00:52:14.725;volatile organic compounds;0.03;ppm
15/02/2015;00:52:17.535;carbon dioxide;394;ppm
15/02/2015;00:53:04.887;indoor relative humidity;35.0;%
15/02/2015;00:54:02.509;indoor relative humidity;35.0;%
15/02/2015;00:55:04.111;indoor relative humidity;35.0;%
15/02/2015;00:55:09.032;indoor temperature;18.9;°C
15/02/2015;00:55:13.502;volatile organic compounds;0.03;ppm
15/02/2015;00:55:18.422;carbon dioxide;390;ppm
15/02/2015;00:56:02.314;indoor relative humidity;35.0;%
15/02/2015;00:57:02.346;indoor relative humidity;35.0;%
15/02/2015;00:58:02.998;indoor relative humidity;35.0;%
15/02/2015;00:58:09.109;indoor temperature;18.8;°C
15/02/2015;00:58:15.329;volatile organic compounds;0.03;ppm
15/02/2015;00:58:20.239;carbon dioxide;390;ppm
15/02/2015;00:59:04.522;indoor relative humidity;35.0;%
15/02/2015;01:00:03.314;indoor relative humidity;35.0;%
15/02/2015;01:01:04.897;indoor relative humidity;35.0;%
15/02/2015;01:01:10.327;indoor temperature;18.8;°C
15/02/2015;01:01:13.007;volatile organic compounds;0.03;ppm
15/02/2015;01:01:19.117;carbon dioxide;390;ppm
15/02/2015;01:02:03.229;indoor relative humidity;35.0;%
15/02/2015;01:03:05.391;indoor relative humidity;35.0;%
15/02/2015;01:04:04.804;indoor relative humidity;35.0;%
15/02/2015;01:04:09.714;indoor temperature;18.8;°C
15/02/2015;01:04:14.534;volatile organic compounds;0.03;ppm
15/02/2015;01:04:19.134;carbon dioxide;390;ppm
15/02/2015;01:05:04.486;indoor relative humidity;35.0;%
15/02/2015;01:06:03.308;indoor relative humidity;35.0;%
15/02/2015;01:07:05.092;indoor relative humidity;35.0;%
15/02/2015;01:07:08.422;indoor temperature;19.0;°C
15/02/2015;01:07:14.132;volatile organic compounds;0.03;ppm
15/02/2015;01:07:20.032;carbon dioxide;390;ppm
15/02/2015;01:08:03.594;indoor relative humidity;35.0;%
15/02/2015;01:09:02.416;indoor relative humidity;35.0;%
15/02/2015;01:10:05.398;indoor relative humidity;35.0;%
15/02/2015;01:10:10.419;indoor temperature;19.0;°C
15/02/2015;01:10:15.239;volatile organic compounds;0.03;ppm
15/02/2015;01:10:19.329;carbon dioxide;390;ppm
15/02/2015;01:11:03.912;indoor relative humidity;35.0;%
15/02/2015;01:12:03.104;indoor relative humidity;35.0;%
15/02/2015;01:13:05.297;indoor relative humidity;35.0;%
15/02/2015;01:13:09.217;indoor temperature;19.0;°C
15/02/2015;01:13:13.028;volatile organic compounds;0.03;ppm
15/02/2015;01:13:19.728;carbon dioxide;390;ppm
15/02/2015;01:14:03.800;indoor relative humidity;35.0;%
15/02/2015;01:15:02.492;indoor relative humidity;35.0;%
15/02/2015;01:16:02.694;indoor relative humidity;35.0;%
15/02/2015;01:16:09.125;indoor temperature;19.1;°C
15/02/2015;01:16:14.425;volatile organic compounds;0.03;ppm
15/02/2015;01:16:20.145;carbon dioxide;390;ppm
15/02/2015;01:17:03.917;indoor relative humidity;35.0;%
15/02/2015;01:18:02.709;indoor relative humidity;35.0;%
15/02/2015;01:19:04.822;indoor relative humidity;35.0;%
15/02/2015;01:19:10.022;indoor temperature;19.1;°C
15/02/2015;01:19:12.932;volatile organic compounds;0.03;ppm
15/02/2015;01:19:18.742;carbon dioxide;390;ppm
15/02/2015;01:20:02.895;indoor relative humidity;35.0;%
15/02/2015;01:21:04.497;indoor relative humidity;35.0;%
15/02/2015;01:22:04.310;indoor relative humidity;35.0;%
15/02/2015;01:22:09.520;indoor temperature;18.9;°C
15/02/2015;01:22:14.040;volatile organic compounds;0.03;ppm
15/02/2015;01:22:18.530;carbon dioxide;390;ppm
15/02/2015;01:23:03.513;indoor relative humidity;35.0;%
15/02/2015;01:24:02.815;indoor relative humidity;35.0;%
15/02/2015;01:25:04.308;indoor relative humidity;35.0;%
15/02/2015;01:25:10.418;indoor temperature;18.8;°C
15/02/2015;01:25:13.138;volatile organic compounds;0.03;ppm
15/02/2015;01:25:19.238;carbon dioxide;390;ppm
15/02/2015;01:26:04.430;indoor relative humidity;35.0;%
15/02/2015;01:27:04.213;indoor relative humidity;35.0;%
15/02/2015;01:28:02.805;indoor relative humidity;35.0;%
15/02/2015;01:28:08.825;indoor temperature;19.1;°C
15/02/2015;01:28:15.025;volatile organic compounds;0.03;ppm
15/02/2015;01:28:19.926;carbon dioxide;390;ppm
15/02/2015;01:29:04.127;indoor relative humidity;35.0;%
15/02/2015;01:30:02.820;indoor relative humidity;35.0;%
15/02/2015;01:31:04.422;indoor relative humidity;35.0;%
15/02/2015;01:31:09.512;indoor temperature;19.1;°C
15/02/2015;01:31:14.042;volatile organic compounds;0.03;ppm
15/02/2015;01:31:18.933;carbon dioxide;390;ppm
15/02/2015;01:32:02.414;indoor relative humidity;35.0;%
15/02/2015;01:33:02.816;indoor relative humidity;35.0;%
15/02/2015;01:34:03.109;indoor relative humidity;35.0;%
15/02/2015;01:34:09.209;indoor temperature;19.1;°C
15/02/2015;01:34:14.329;volatile organic compounds;0.03;ppm
15/02/2015;01:34:20.039;carbon dioxide;390;ppm
15/02/2015;01:35:04.623;indoor relative humidity;35.0;%
15/02/2015;01:36:04.995;indoor relative humidity;35.0;%
15/02/2015;01:37:03.017;indoor relative humidity;35.0;%
15/02/2015;01:37:08.217;indoor temperature;19.1;°C
15/02/2015;01:37:13.047;volatile organic compounds;0.03;ppm
15/02/2015;01:37:17.938;carbon dioxide;390;ppm
15/02/2015;01:38:02.619;indoor relative humidity;35.0;%
15/02/2015;01:39:03.712;indoor relative humidity;35.0;%
15/02/2015;01:40:03.604;indoor relative humidity;35.0;%
15/02/2015;01:40:08.634;indoor temperature;19.0;°C
15/02/2015;01:40:15.434;volatile organic compounds;0.03;ppm
15/02/2015;01:40:19.235;carbon dioxide;390;ppm
15/02/2015;01:41:04.906;indoor relative humidity;35.0;%
15/02/2015;01:42:02.309;indoor relative humidity;35.0;%
15/02/2015;01:43:03.511;indoor relative humidity;35.0;%
15/02/2015;01:43:09.621;indoor temperature;19.0;°C
15/02/2015;01:43:12.651;volatile organic compounds;0.03;ppm
15/02/2015;01:43:18.452;carbon dioxide;390;ppm
15/02/2015;01:44:04.314;indoor relative humidity;35.0;%
15/02/2015;01:45:03.616;indoor relative humidity;35.0;%
15/02/2015;01:46:05.228;indoor relative humidity;35.0;%
15/02/2015;01:46:08.428;indoor temperature;19.4;°C
15/02/2015;01:46:14.229;volatile organic compounds;0.03;ppm
15/02/2015;01:46:19.449;carbon dioxide;390;ppm
15/02/2015;01:47:03.122;indoor relative humidity;35.0;%
15/02/2015;01:48:04.895;indoor relative humidity;35.0;%
15/02/2015;01:49:02.717;indoor relative humidity;35.0;%
15/02/2015;01:49:07.737;indoor temperature;19.2;°C
15/02/2015;01:49:13.848;volatile organic compounds;0.03;ppm
15/02/2015;01:49:17.348;carbon dioxide;390;ppm
15/02/2015;01:50:04.410;indoor relative humidity;35.0;%
15/02/2015;01:51:02.312;indoor relative humidity;35.0;%
15/02/2015;01:52:02.504;indoor relative humidity;35.0;%
15/02/2015;01:52:07.724;indoor temperature;19.3;°C
15/02/2015;01:52:14.745;volatile organic compounds;0.03;ppm
15/02/2015;01:52:19.545;carbon dioxide;390;ppm
15/02/2015;01:53:04.317;indoor relative humidity;35.0;%
15/02/2015;01:54:05.429;indoor relative humidity;35.0;%
15/02/2015;01:55:03.112;indoor relative humidity;35.0;%
15/02/2015;01:55:08.012;indoor temperature;19.2;°C
15/02/2015;01:55:12.842;volatile organic compounds;0.03;ppm
15/02/2015;01:55:17.962;carbon dioxide;390;ppm
15/02/2015;01:56:02.724;indoor relative humidity;35.0;%
15/02/2015;01:57:04.406;indoor relative humidity;35.0;%
15/02/2015;01:58:02.509;indoor relative humidity;35.0;%
15/02/2015;01:58:08.519;indoor temperature;18.9;°C
15/02/2015;01:58:14.629;volatile organic compounds;0.03;ppm
15/02/2015;01:58:18.249;carbon dioxide;394;ppm
15/02/2015;01:59:02.512;indoor relative humidity;35.0;%
15/02/2015;02:00:02.914;indoor relative humidity;35.0;%
15/02/2015;02:01:03.017;indoor relative humidity;35.0;%
15/02/2015;02:01:09.398;indoor temperature;19.4;°C
15/02/2015;02:01:14.248;volatile organic compounds;0.03;ppm
15/02/2015;02:01:20.348;carbon dioxide;390;ppm
15/02/2015;02:02:02.620;indoor relative humidity;34.0;%
15/02/2015;02:03:04.912;indoor relative humidity;34.0;%
15/02/2015;02:04:05.035;indoor relative humidity;34.0;%
15/02/2015;02:04:08.745;indoor temperature;19.3;°C
15/02/2015;02:04:13.945;volatile organic compounds;0.03;ppm
15/02/2015;02:04:18.645;carbon dioxide;390;ppm
15/02/2015;02:05:02.507;indoor relative humidity;34.0;%
15/02/2015;02:06:03.129;indoor relative humidity;34.0;%
15/02/2015;02:07:03.031;indoor relative humidity;34.0;%
15/02/2015;02:07:10.332;indoor temperature;19.1;°C
15/02/2015;02:07:15.032;volatile organic compounds;0.03;ppm
15/02/2015;02:07:19.772;carbon dioxide;390;ppm
15/02/2015;02:08:04.914;indoor relative humidity;34.0;%
15/02/2015;02:09:03.106;indoor relative humidity;34.0;%
15/02/2015;02:10:03.018;indoor relative humidity;34.0;%
15/02/2015;02:10:09.549;indoor temperature;19.2;°C
15/02/2015;02:10:15.259;volatile organic compounds;0.03;ppm
15/02/2015;02:10:18.760;carbon dioxide;390;ppm
15/02/2015;02:11:03.622;indoor relative humidity;34.0;%
15/02/2015;02:12:02.314;indoor relative humidity;34.0;%
15/02/2015;02:13:04.316;indoor relative humidity;34.0;%
15/02/2015;02:13:08.827;indoor temperature;19.2;°C
15/02/2015;02:13:13.737;volatile organic compounds;0.03;ppm
15/02/2015;02:13:19.467;carbon dioxide;390;ppm
15/02/2015;02:14:02.509;indoor relative humidity;34.0;%
15/02/2015;02:15:03.411;indoor relative humidity;34.0;%
15/02/2015;02:16:04.813;indoor relative humidity;34.0;%
15/02/2015;02:16:07.914;indoor temperature;19.2;°C
15/02/2015;02:16:12.744;volatile organic compounds;0.03;ppm
15/02/2015;02:16:18.844;carbon dioxide;390;ppm
15/02/2015;02:17:04.316;indoor relative humidity;34.0;%
15/02/2015;02:18:03.818;indoor relative humidity;34.0;%
15/02/2015;02:19:05.211;indoor relative humidity;34.0;%
15/02/2015;02:19:10.231;indoor temperature;19.0;°C
15/02/2015;02:19:15.351;volatile organic compounds;0.03;ppm
15/02/2015;02:19:20.151;carbon dioxide;390;ppm
15/02/2015;02:20:02.643;indoor relative humidity;34.0;%
15/02/2015;02:21:05.315;indoor relative humidity;34.0;%
15/02/2015;02:22:02.718;indoor relative humidity;34.0;%
15/02/2015;02:22:09.628;indoor temperature;19.4;°C
15/02/2015;02:22:12.959;volatile organic compounds;0.02;ppm
15/02/2015;02:22:18.359;carbon dioxide;390;ppm
15/02/2015;02:23:02.911;indoor relative humidity;34.0;%
15/02/2015;02:24:02.613;indoor relative humidity;34.0;%
15/02/2015;02:25:03.726;indoor relative humidity;34.0;%
15/02/2015;02:25:09.736;indoor temperature;19.6;°C
15/02/2015;02:25:12.426;volatile organic compounds;0.03;ppm
15/02/2015;02:25:17.676;carbon dioxide;390;ppm
15/02/2015;02:26:03.088;indoor relative humidity;34.0;%
15/02/2015;02:27:02.941;indoor relative humidity;34.0;%
15/02/2015;02:28:04.813;indoor relative humidity;34.0;%
15/02/2015;02:28:07.623;indoor temperature;19.0;°C
15/02/2015;02:28:12.954;volatile organic compounds;0.03;ppm
15/02/2015;02:28:18.645;carbon dioxide;394;ppm
15/02/2015;02:29:04.646;indoor relative humidity;34.0;%
15/02/2015;02:30:04.629;indoor relative humidity;34.0;%
15/02/2015;02:31:02.621;indoor relative humidity;34.0;%
15/02/2015;02:31:07.431;indoor temperature;19.4;°C
15/02/2015;02:31:14.952;volatile organic compounds;0.03;ppm
15/02/2015;02:31:19.742;carbon dioxide;390;ppm
15/02/2015;02:32:04.144;indoor relative humidity;34.0;%
15/02/2015;02:33:04.236;indoor relative humidity;34.0;%
15/02/2015;02:34:04.830;indoor relative humidity;34.0;%
15/02/2015;02:34:09.820;indoor temperature;19.1;°C
15/02/2015;02:34:12.840;volatile organic compounds;0.03;ppm
15/02/2015;02:34:18.650;carbon dioxide;390;ppm
15/02/2015;02:35:04.232;indoor relative humidity;34.0;%
15/02/2015;02:36:02.425;indoor relative humidity;34.0;%
15/02/2015;02:37:02.637;indoor relative humidity;34.0;%
15/02/2015;02:37:08.657;indoor temperature;19.3;°C
15/02/2015;02:37:14.668;volatile organic compounds;0.03;ppm
15/02/2015;02:37:19.358;carbon dioxide;390;ppm
15/02/2015;02:38:02.419;indoor relative humidity;34.0;%
15/02/2015;02:39:04.232;indoor relative humidity;34.0;%
15/02/2015;02:40:03.214;indoor relative humidity;34.0;%
15/02/2015;02:40:10.045;indoor temperature;19.1;°C
15/02/2015;02:40:13.665;volatile organic compounds;0.03;ppm
15/02/2015;02:40:17.465;carbon dioxide;390;ppm
15/02/2015;02:41:03.127;indoor relative humidity;34.0;%
15/02/2015;02:42:04.139;indoor relative humidity;34.0;%
15/02/2015;02:43:03.451;indoor relative humidity;34.0;%
15/02/2015;02:43:08.032;indoor temperature;19.5;°C
15/02/2015;02:43:12.972;volatile organic compounds;0.02;ppm
15/02/2015;02:43:19.542;carbon dioxide;390;ppm
15/02/2015;02:44:05.334;indoor relative humidity;34.0;%
15/02/2015;02:45:03.316;indoor relative humidity;34.0;%
15/02/2015;02:46:04.540;indoor relative humidity;34.0;%
15/02/2015;02:46:07.440;indoor temperature;19.4;°C
15/02/2015;02:46:13.040;volatile organic compounds;0.02;ppm
15/02/2015;02:46:18.840;carbon dioxide;390;ppm
15/02/2015;02:47:04.452;indoor relative humidity;34.0;%
15/02/2015;02:48:03.134;indoor relative humidity;34.0;%
15/02/2015;02:49:04.427;indoor relative humidity;34.0;%
15/02/2015;02:49:08.747;indoor temperature;19.5;°C
15/02/2015;02:49:13.457;volatile organic compounds;0.02;ppm
15/02/2015;02:49:17.757;carbon dioxide;390;ppm
15/02/2015;02:50:03.539;indoor relative humidity;34.0;%
15/02/2015;02:51:03.661;indoor relative humidity;34.0;%
15/02/2015;02:52:02.334;indoor relative humidity;34.0;%
15/02/2015;02:52:08.254;indoor temperature;19.6;°C
15/02/2015;02:52:13.854;volatile organic compounds;0.02;ppm
15/02/2015;02:52:18.384;carbon dioxide;390;ppm
15/02/2015;02:53:02.746;indoor relative humidity;34.0;%
15/02/2015;02:54:04.229;indoor relative humidity;34.0;%
15/02/2015;02:55:03.131;indoor relative humidity;34.0;%
15/02/2015;02:55:08.061;indoor temperature;19.4;°C
15/02/2015;02:55:13.661;volatile organic compounds;0.02;ppm
15/02/2015;02:55:19.822;carbon dioxide;390;ppm
15/02/2015;02:56:02.433;indoor relative humidity;34.0;%
15/02/2015;02:57:05.036;indoor relative humidity;34.0;%
15/02/2015;02:58:05.019;indoor relative humidity;34.0;%
15/02/2015;02:58:09.450;indoor temperature;19.4;°C
15/02/2015;02:58:14.160;volatile organic compounds;0.02;ppm
15/02/2015;02:58:18.460;carbon dioxide;390;ppm
15/02/2015;02:59:03.352;indoor relative humidity;34.0;%
15/02/2015;03:00:05.054;indoor relative humidity;34.0;%
15/02/2015;03:01:03.347;indoor relative humidity;34.0;%
15/02/2015;03:01:09.537;indoor temperature;19.5;°C
15/02/2015;03:01:12.347;volatile organic compounds;0.03;ppm
15/02/2015;03:01:18.367;carbon dioxide;390;ppm
15/02/2015;03:02:05.349;indoor relative humidity;34.0;%
15/02/2015;03:03:05.432;indoor relative humidity;34.0;%
15/02/2015;03:04:04.834;indoor relative humidity;34.0;%
15/02/2015;03:04:10.464;indoor temperature;19.6;°C
15/02/2015;03:04:13.274;volatile organic compounds;0.02;ppm
15/02/2015;03:04:18.064;carbon dioxide;390;ppm
15/02/2015;03:05:03.046;indoor relative humidity;34.0;%
15/02/2015;03:06:04.649;indoor relative humidity;34.0;%
15/02/2015;03:07:04.051;indoor relative humidity;34.0;%
15/02/2015;03:07:10.162;indoor temperature;19.2;°C
15/02/2015;03:07:13.872;volatile organic compounds;0.03;ppm
15/02/2015;03:07:17.372;carbon dioxide;390;ppm
15/02/2015;03:08:02.554;indoor relative humidity;34.0;%
15/02/2015;03:09:02.636;indoor relative humidity;34.0;%
15/02/2015;03:10:03.741;indoor relative humidity;34.0;%
15/02/2015;03:10:10.061;indoor temperature;19.5;°C
15/02/2015;03:10:13.471;volatile organic compounds;0.02;ppm
15/02/2015;03:10:19.361;carbon dioxide;390;ppm
15/02/2015;03:11:02.633;indoor relative humidity;34.0;%
15/02/2015;03:12:03.256;indoor relative humidity;34.0;%
15/02/2015;03:13:03.458;indoor relative humidity;34.0;%
15/02/2015;03:13:09.148;indoor temperature;19.3;°C
15/02/2015;03:13:12.388;volatile organic compounds;0.02;ppm
15/02/2015;03:13:20.189;carbon dioxide;390;ppm
15/02/2015;03:14:02.950;indoor relative humidity;34.0;%
15/02/2015;03:15:05.163;indoor relative humidity;34.0;%
15/02/2015;03:16:04.735;indoor relative humidity;34.0;%
15/02/2015;03:16:07.365;indoor temperature;19.5;°C
15/02/2015;03:16:14.156;volatile organic compounds;0.02;ppm
15/02/2015;03:16:18.686;carbon dioxide;390;ppm
15/02/2015;03:17:02.628;indoor relative humidity;34.0;%
15/02/2015;03:18:03.560;indoor relative humidity;34.0;%
15/02/2015;03:19:04.163;indoor relative humidity;34.0;%
15/02/2015;03:19:09.743;indoor temperature;19.7;°C
15/02/2015;03:19:14.783;volatile organic compounds;0.02;ppm
15/02/2015;03:19:17.373;carbon dioxide;390;ppm
15/02/2015;03:20:03.155;indoor relative humidity;34.0;%
15/02/2015;03:21:04.347;indoor relative humidity;34.0;%
15/02/2015;03:22:02.751;indoor relative humidity;34.0;%
15/02/2015;03:22:08.461;indoor temperature;19.4;°C
15/02/2015;03:22:14.371;volatile organic compounds;0.02;ppm
15/02/2015;03:22:19.871;carbon dioxide;390;ppm
15/02/2015;03:23:05.173;indoor relative humidity;34.0;%
15/02/2015;03:24:02.846;indoor relative humidity;34.0;%
15/02/2015;03:25:02.758;indoor relative humidity;34.0;%
15/02/2015;03:25:10.468;indoor temperature;19.2;°C
15/02/2015;03:25:13.278;volatile organic compounds;0.03;ppm
15/02/2015;03:25:18.068;carbon dioxide;390;ppm
15/02/2015;03:26:03.251;indoor relative humidity;34.0;%
15/02/2015;03:27:03.343;indoor relative humidity;34.0;%
15/02/2015;03:28:05.055;indoor relative humidity;34.0;%
15/02/2015;03:28:10.465;indoor temperature;19.5;°C
15/02/2015;03:28:13.966;volatile organic compounds;0.02;ppm
15/02/2015;03:28:19.086;carbon dioxide;390;ppm
15/02/2015;03:29:02.748;indoor relative humidity;34.0;%
15/02/2015;03:30:05.440;indoor relative humidity;34.0;%
15/02/2015;03:31:05.262;indoor relative humidity;34.0;%
15/02/2015;03:31:09.743;indoor temperature;19.5;°C
15/02/2015;03:31:14.993;volatile organic compounds;0.02;ppm
15/02/2015;03:31:17.373;carbon dioxide;390;ppm
15/02/2015;03:32:02.645;indoor relative humidity;34.0;%
15/02/2015;03:33:04.447;indoor relative humidity;34.0;%
15/02/2015;03:34:05.351;indoor relative humidity;34.0;%
15/02/2015;03:34:09.651;indoor temperature;19.6;°C
15/02/2015;03:34:14.981;volatile organic compounds;0.02;ppm
15/02/2015;03:34:19.471;carbon dioxide;390;ppm
15/02/2015;03:35:03.163;indoor relative humidity;34.0;%
15/02/2015;03:36:04.205;indoor relative humidity;34.0;%
15/02/2015;03:37:04.738;indoor relative humidity;34.0;%
15/02/2015;03:37:08.368;indoor temperature;19.7;°C
15/02/2015;03:37:13.488;volatile organic compounds;0.02;ppm
15/02/2015;03:37:17.489;carbon dioxide;390;ppm
15/02/2015;03:38:02.740;indoor relative humidity;34.0;%
15/02/2015;03:39:04.063;indoor relative humidity;34.0;%
15/02/2015;03:40:04.735;indoor relative humidity;34.0;%
15/02/2015;03:40:09.266;indoor temperature;19.8;°C
15/02/2015;03:40:13.286;volatile organic compounds;0.02;ppm
15/02/2015;03:40:18.686;carbon dioxide;390;ppm
15/02/2015;03:41:03.678;indoor relative humidity;34.0;%
15/02/2015;03:42:05.470;indoor relative humidity;34.0;%
15/02/2015;03:43:04.453;indoor relative humidity;34.0;%
15/02/2015;03:43:09.953;indoor temperature;19.3;°C
15/02/2015;03:43:13.493;volatile organic compounds;0.02;ppm
15/02/2015;03:43:17.683;carbon dioxide;394;ppm
15/02/2015;03:44:02.445;indoor relative humidity;34.0;%
15/02/2015;03:45:04.538;indoor relative humidity;34.0;%
15/02/2015;03:46:02.951;indoor relative humidity;34.0;%
15/02/2015;03:46:07.781;indoor temperature;19.6;°C
15/02/2015;03:46:13.871;volatile organic compounds;0.02;ppm
15/02/2015;03:46:18.992;carbon dioxide;394;ppm
