date;time;type;value;unit
01/03/2015;05:56:21.783;indoor relative humidity;38.0;%
01/03/2015;05:57:19.396;indoor relative humidity;38.0;%
01/03/2015;05:57:25.716;indoor temperature;20.5;°C
01/03/2015;05:57:31.216;volatile organic compounds;0.04;ppm
01/03/2015;05:57:36.127;carbon dioxide;390;ppm
01/03/2015;05:58:22.308;indoor relative humidity;38.0;%
01/03/2015;05:59:19.401;indoor relative humidity;38.0;%
01/03/2015;06:00:19.984;indoor relative humidity;38.0;%
01/03/2015;06:00:25.694;indoor temperature;20.3;°C
01/03/2015;06:00:32.114;volatile organic compounds;0.04;ppm
01/03/2015;06:00:35.344;carbon dioxide;390;ppm
01/03/2015;06:01:21.306;indoor relative humidity;38.0;%
01/03/2015;06:02:19.899;indoor relative humidity;38.0;%
01/03/2015;06:03:22.101;indoor relative humidity;37.0;%
01/03/2015;06:03:27.311;indoor temperature;20.4;°C
01/03/2015;06:03:29.932;volatile organic compounds;0.04;ppm
01/03/2015;06:03:34.912;carbon dioxide;390;ppm
01/03/2015;06:04:19.514;indoor relative humidity;37.0;%
01/03/2015;06:05:20.376;indoor relative humidity;37.0;%
01/03/2015;06:06:21.888;indoor relative humidity;37.0;%
01/03/2015;06:06:27.219;indoor temperature;20.5;°C
01/03/2015;06:06:30.109;volatile organic compounds;0.04;ppm
01/03/2015;06:06:34.939;carbon dioxide;390;ppm
01/03/2015;06:07:19.881;indoor relative humidity;37.0;%
01/03/2015;06:08:22.393;indoor relative humidity;37.0;%
01/03/2015;06:09:20.286;indoor relative humidity;37.0;%
01/03/2015;06:09:26.097;indoor temperature;20.4;°C
01/03/2015;06:09:32.397;volatile organic compounds;0.04;ppm
01/03/2015;06:09:34.827;carbon dioxide;390;ppm
01/03/2015;06:10:21.780;indoor relative humidity;37.0;%
01/03/2015;06:11:19.482;indoor relative humidity;37.0;%
01/03/2015;06:12:19.695;indoor relative humidity;37.0;%
01/03/2015;06:12:26.195;indoor temperature;20.5;°C
01/03/2015;06:12:32.205;volatile organic compounds;0.03;ppm
01/03/2015;06:12:34.945;carbon dioxide;390;ppm
01/03/2015;06:13:19.587;indoor relative humidity;37.0;%
01/03/2015;06:14:20.190;indoor relative humidity;37.0;%
01/03/2015;06:15:21.182;indoor relative humidity;37.0;%
01/03/2015;06:15:27.412;indoor temperature;20.4;°C
01/03/2015;06:15:32.512;volatile organic compounds;0.03;ppm
01/03/2015;06:15:37.403;carbon dioxide;390;ppm
01/03/2015;06:16:19.884;indoor relative humidity;37.0;%
01/03/2015;06:17:20.497;indoor relative humidity;37.0;%
01/03/2015;06:18:20.099;indoor relative humidity;37.0;%
01/03/2015;06:18:25.109;indoor temperature;20.5;°C
01/03/2015;06:18:31.630;volatile organic compounds;0.03;ppm
01/03/2015;06:18:37.520;carbon dioxide;390;ppm
01/03/2015;06:19:21.402;indoor relative humidity;37.0;%
01/03/2015;06:20:21.504;indoor relative humidity;37.0;%
01/03/2015;06:21:19.407;indoor relative humidity;37.0;%
01/03/2015;06:21:27.527;indoor temperature;20.4;°C
01/03/2015;06:21:30.417;volatile organic compounds;0.03;ppm
01/03/2015;06:21:35.428;carbon dioxide;390;ppm
01/03/2015;06:22:20.409;indoor relative humidity;37.0;%
01/03/2015;06:23:20.202;indoor relative humidity;37.0;%
01/03/2015;06:24:19.605;indoor relative humidity;37.0;%
01/03/2015;06:24:25.685;indoor temperature;20.4;°C
01/03/2015;06:24:31.725;volatile organic compounds;0.03;ppm
01/03/2015;06:24:34.725;carbon dioxide;390;ppm
01/03/2015;06:25:21.497;indoor relative humidity;37.0;%
01/03/2015;06:26:21.809;indoor relative humidity;37.0;%
01/03/2015;06:27:21.391;indoor relative humidity;37.0;%
01/03/2015;06:27:26.212;indoor temperature;20.4;°C
01/03/2015;06:27:30.612;volatile organic compounds;0.03;ppm
01/03/2015;06:27:35.422;carbon dioxide;390;ppm
01/03/2015;06:28:21.094;indoor relative humidity;37.0;%
01/03/2015;06:29:20.076;indoor relative humidity;37.0;%
01/03/2015;06:30:21.488;indoor relative humidity;37.0;%
01/03/2015;06:30:25.409;indoor temperature;20.4;°C
01/03/2015;06:30:31.409;volatile organic compounds;0.03;ppm
01/03/2015;06:30:34.509;carbon dioxide;390;ppm
01/03/2015;06:31:20.491;indoor relative humidity;37.0;%
01/03/2015;06:32:20.093;indoor relative humidity;37.0;%
01/03/2015;06:33:20.097;indoor relative humidity;37.0;%
01/03/2015;06:33:26.007;indoor temperature;20.7;°C
01/03/2015;06:33:32.407;volatile organic compounds;0.03;ppm
01/03/2015;06:33:37.317;carbon dioxide;390;ppm
01/03/2015;06:34:22.089;indoor relative humidity;37.0;%
01/03/2015;06:35:21.691;indoor relative humidity;37.0;%
01/03/2015;06:36:21.104;indoor relative humidity;37.0;%
01/03/2015;06:36:27.304;indoor temperature;20.4;°C
01/03/2015;06:36:32.514;volatile organic compounds;0.03;ppm
01/03/2015;06:36:35.174;carbon dioxide;390;ppm
01/03/2015;06:37:22.006;indoor relative humidity;37.0;%
01/03/2015;06:38:19.788;indoor relative humidity;37.0;%
01/03/2015;06:39:20.101;indoor relative humidity;37.0;%
01/03/2015;06:39:24.711;indoor temperature;20.5;°C
01/03/2015;06:39:29.621;volatile organic compounds;0.03;ppm
01/03/2015;06:39:36.721;carbon dioxide;390;ppm
01/03/2015;06:40:21.303;indoor relative humidity;37.0;%
01/03/2015;06:41:20.106;indoor relative humidity;37.0;%
01/03/2015;06:42:21.699;indoor relative humidity;37.0;%
01/03/2015;06:42:25.509;indoor temperature;20.6;°C
01/03/2015;06:42:30.929;volatile organic compounds;0.03;ppm
01/03/2015;06:42:35.829;carbon dioxide;390;ppm
01/03/2015;06:43:20.701;indoor relative humidity;37.0;%
01/03/2015;06:44:22.493;indoor relative humidity;37.0;%
01/03/2015;06:45:19.797;indoor relative humidity;37.0;%
01/03/2015;06:45:25.097;indoor temperature;20.4;°C
01/03/2015;06:45:30.437;volatile organic compounds;0.03;ppm
01/03/2015;06:45:34.737;carbon dioxide;390;ppm
01/03/2015;06:46:20.199;indoor relative humidity;37.0;%
01/03/2015;06:47:22.301;indoor relative humidity;37.0;%
01/03/2015;06:48:21.014;indoor relative humidity;37.0;%
01/03/2015;06:48:24.514;indoor temperature;20.6;°C
01/03/2015;06:48:31.824;volatile organic compounds;0.03;ppm
01/03/2015;06:48:35.444;carbon dioxide;390;ppm
01/03/2015;06:49:19.816;indoor relative humidity;37.0;%
01/03/2015;06:50:19.508;indoor relative humidity;37.0;%
01/03/2015;06:51:22.291;indoor relative humidity;37.0;%
01/03/2015;06:51:24.631;indoor temperature;20.6;°C
01/03/2015;06:51:31.121;volatile organic compounds;0.04;ppm
01/03/2015;06:51:37.342;carbon dioxide;390;ppm
01/03/2015;06:52:20.793;indoor relative humidity;37.0;%
01/03/2015;06:53:22.206;indoor relative humidity;37.0;%
01/03/2015;06:54:21.208;indoor relative humidity;37.0;%
01/03/2015;06:54:27.299;indoor temperature;20.4;°C
01/03/2015;06:54:30.629;volatile organic compounds;0.04;ppm
01/03/2015;06:54:37.039;carbon dioxide;390;ppm
01/03/2015;06:55:20.191;indoor relative humidity;37.0;%
01/03/2015;06:56:20.113;indoor relative humidity;37.0;%
01/03/2015;06:57:21.316;indoor relative humidity;37.0;%
01/03/2015;06:57:26.217;indoor temperature;20.5;°C
01/03/2015;06:57:31.737;volatile organic compounds;0.04;ppm
01/03/2015;06:57:36.647;carbon dioxide;390;ppm
01/03/2015;06:58:20.209;indoor relative humidity;37.0;%
01/03/2015;06:59:19.621;indoor relative humidity;37.0;%
01/03/2015;07:00:22.103;indoor relative humidity;37.0;%
01/03/2015;07:00:27.513;indoor temperature;20.4;°C
01/03/2015;07:00:29.624;volatile organic compounds;0.04;ppm
01/03/2015;07:00:36.944;carbon dioxide;390;ppm
01/03/2015;07:01:21.197;indoor relative humidity;37.0;%
01/03/2015;07:02:20.709;indoor relative humidity;37.0;%
01/03/2015;07:03:20.312;indoor relative humidity;37.0;%
01/03/2015;07:03:27.523;indoor temperature;20.6;°C
01/03/2015;07:03:30.023;volatile organic compounds;0.04;ppm
01/03/2015;07:03:35.123;carbon dioxide;390;ppm
01/03/2015;07:04:22.205;indoor relative humidity;37.0;%
01/03/2015;07:05:21.107;indoor relative humidity;37.0;%
01/03/2015;07:06:20.219;indoor relative humidity;37.0;%
01/03/2015;07:06:25.329;indoor temperature;20.5;°C
01/03/2015;07:06:30.629;volatile organic compounds;0.04;ppm
01/03/2015;07:06:35.540;carbon dioxide;390;ppm
01/03/2015;07:07:20.391;indoor relative humidity;37.0;%
01/03/2015;07:08:21.715;indoor relative humidity;37.0;%
01/03/2015;07:09:20.517;indoor relative humidity;37.0;%
01/03/2015;07:09:26.628;indoor temperature;20.6;°C
01/03/2015;07:09:29.828;volatile organic compounds;0.04;ppm
01/03/2015;07:09:36.328;carbon dioxide;390;ppm
01/03/2015;07:10:19.420;indoor relative humidity;37.0;%
01/03/2015;07:11:19.602;indoor relative humidity;37.0;%
01/03/2015;07:12:19.704;indoor relative humidity;37.0;%
01/03/2015;07:12:25.835;indoor temperature;20.5;°C
01/03/2015;07:12:29.515;volatile organic compounds;0.04;ppm
01/03/2015;07:12:34.625;carbon dioxide;390;ppm
01/03/2015;07:13:22.507;indoor relative humidity;37.0;%
01/03/2015;07:14:22.519;indoor relative humidity;37.0;%
01/03/2015;07:15:20.521;indoor relative humidity;37.0;%
01/03/2015;07:15:26.922;indoor temperature;20.4;°C
01/03/2015;07:15:31.142;volatile organic compounds;0.04;ppm
01/03/2015;07:15:34.932;carbon dioxide;390;ppm
01/03/2015;07:16:20.604;indoor relative humidity;37.0;%
01/03/2015;07:17:19.716;indoor relative humidity;37.0;%
01/03/2015;07:18:19.798;indoor relative humidity;37.0;%
01/03/2015;07:18:24.819;indoor temperature;20.5;°C
01/03/2015;07:18:29.529;volatile organic compounds;0.04;ppm
01/03/2015;07:18:34.649;carbon dioxide;390;ppm
01/03/2015;07:19:19.921;indoor relative humidity;37.0;%
01/03/2015;07:20:21.294;indoor relative humidity;37.0;%
01/03/2015;07:21:22.507;indoor relative humidity;37.0;%
01/03/2015;07:21:26.007;indoor temperature;20.6;°C
01/03/2015;07:21:30.617;volatile organic compounds;0.04;ppm
01/03/2015;07:21:36.627;carbon dioxide;390;ppm
01/03/2015;07:22:21.310;indoor relative humidity;37.0;%
01/03/2015;07:23:20.512;indoor relative humidity;37.0;%
01/03/2015;07:24:21.894;indoor relative humidity;37.0;%
01/03/2015;07:24:25.915;indoor temperature;20.4;°C
01/03/2015;07:24:31.415;volatile organic compounds;0.04;ppm
01/03/2015;07:24:36.455;carbon dioxide;390;ppm
01/03/2015;07:25:20.317;indoor relative humidity;37.0;%
01/03/2015;07:26:22.310;indoor relative humidity;37.0;%
01/03/2015;07:27:20.902;indoor relative humidity;37.0;%
01/03/2015;07:27:27.132;indoor temperature;20.4;°C
01/03/2015;07:27:31.002;volatile organic compounds;0.04;ppm
01/03/2015;07:27:35.923;carbon dioxide;390;ppm
01/03/2015;07:28:20.524;indoor relative humidity;37.0;%
01/03/2015;07:29:20.607;indoor relative humidity;37.0;%
01/03/2015;07:30:20.409;indoor relative humidity;37.0;%
01/03/2015;07:30:26.829;indoor temperature;20.4;°C
01/03/2015;07:30:29.430;volatile organic compounds;0.04;ppm
01/03/2015;07:30:35.700;carbon dioxide;390;ppm
01/03/2015;07:31:20.202;indoor relative humidity;37.0;%
01/03/2015;07:32:20.516;indoor relative humidity;37.0;%
01/03/2015;07:33:21.208;indoor relative humidity;37.0;%
01/03/2015;07:33:27.228;indoor temperature;20.4;°C
01/03/2015;07:33:29.948;volatile organic compounds;0.04;ppm
01/03/2015;07:33:34.649;carbon dioxide;390;ppm
01/03/2015;07:34:20.620;indoor relative humidity;37.0;%
01/03/2015;07:35:20.613;indoor relative humidity;37.0;%
01/03/2015;07:36:20.925;indoor relative humidity;37.0;%
01/03/2015;07:36:26.346;indoor temperature;20.4;°C
01/03/2015;07:36:30.026;volatile organic compounds;0.04;ppm
01/03/2015;07:36:35.946;carbon dioxide;390;ppm
01/03/2015;07:37:21.918;indoor relative humidity;37.0;%
01/03/2015;07:38:21.140;indoor relative humidity;37.0;%
01/03/2015;07:39:21.022;indoor relative humidity;37.0;%
01/03/2015;07:39:27.242;indoor temperature;20.4;°C
01/03/2015;07:39:30.743;volatile organic compounds;0.04;ppm
01/03/2015;07:39:36.473;carbon dioxide;390;ppm
01/03/2015;07:40:20.434;indoor relative humidity;37.0;%
01/03/2015;07:41:20.617;indoor relative humidity;37.0;%
01/03/2015;07:42:21.209;indoor relative humidity;37.0;%
01/03/2015;07:42:27.229;indoor temperature;20.3;°C
01/03/2015;07:42:32.139;volatile organic compounds;0.04;ppm
01/03/2015;07:42:36.870;carbon dioxide;390;ppm
01/03/2015;07:43:20.831;indoor relative humidity;37.0;%
01/03/2015;07:44:19.635;indoor relative humidity;37.0;%
01/03/2015;07:45:21.327;indoor relative humidity;37.0;%
01/03/2015;07:45:26.647;indoor temperature;20.2;°C
01/03/2015;07:45:32.458;volatile organic compounds;0.04;ppm
01/03/2015;07:45:36.548;carbon dioxide;390;ppm
01/03/2015;07:46:21.029;indoor relative humidity;37.0;%
01/03/2015;07:47:20.342;indoor relative humidity;37.0;%
01/03/2015;07:48:21.324;indoor relative humidity;37.0;%
01/03/2015;07:48:26.234;indoor temperature;20.3;°C
01/03/2015;07:48:32.005;volatile organic compounds;0.04;ppm
01/03/2015;07:48:37.065;carbon dioxide;390;ppm
01/03/2015;07:49:22.317;indoor relative humidity;37.0;%
01/03/2015;07:50:22.119;indoor relative humidity;37.0;%
01/03/2015;07:51:19.551;indoor relative humidity;37.0;%
01/03/2015;07:51:25.822;indoor temperature;20.2;°C
01/03/2015;07:51:31.662;volatile organic compounds;0.04;ppm
01/03/2015;07:51:36.362;carbon dioxide;394;ppm
01/03/2015;07:52:21.634;indoor relative humidity;37.0;%
01/03/2015;07:53:19.526;indoor relative humidity;37.0;%
01/03/2015;07:54:21.838;indoor relative humidity;37.0;%
01/03/2015;07:54:24.639;indoor temperature;20.2;°C
01/03/2015;07:54:31.349;volatile organic compounds;0.04;ppm
01/03/2015;07:54:34.459;carbon dioxide;390;ppm
01/03/2015;07:55:20.511;indoor relative humidity;37.0;%
01/03/2015;07:56:21.544;indoor relative humidity;37.0;%
01/03/2015;07:57:20.137;indoor relative humidity;37.0;%
01/03/2015;07:57:27.147;indoor temperature;20.2;°C
01/03/2015;07:57:29.867;volatile organic compounds;0.04;ppm
01/03/2015;07:57:37.047;carbon dioxide;390;ppm
01/03/2015;07:58:21.219;indoor relative humidity;37.0;%
01/03/2015;07:59:20.922;indoor relative humidity;37.0;%
01/03/2015;08:00:20.414;indoor relative humidity;37.0;%
01/03/2015;08:00:25.834;indoor temperature;20.2;°C
01/03/2015;08:00:31.574;volatile organic compounds;0.04;ppm
01/03/2015;08:00:36.555;carbon dioxide;390;ppm
01/03/2015;08:01:22.547;indoor relative humidity;37.0;%
01/03/2015;08:02:21.830;indoor relative humidity;37.0;%
01/03/2015;08:03:22.522;indoor relative humidity;37.0;%
01/03/2015;08:03:25.422;indoor temperature;20.2;°C
01/03/2015;08:03:31.143;volatile organic compounds;0.04;ppm
01/03/2015;08:03:37.463;carbon dioxide;390;ppm
01/03/2015;08:04:19.534;indoor relative humidity;37.0;%
01/03/2015;08:05:22.027;indoor relative humidity;37.0;%
01/03/2015;08:06:21.729;indoor relative humidity;37.0;%
01/03/2015;08:06:26.840;indoor temperature;20.3;°C
01/03/2015;08:06:31.470;volatile organic compounds;0.04;ppm
01/03/2015;08:06:37.350;carbon dioxide;390;ppm
01/03/2015;08:07:22.032;indoor relative humidity;37.0;%
01/03/2015;08:08:22.325;indoor relative humidity;37.0;%
01/03/2015;08:09:22.538;indoor relative humidity;37.0;%
01/03/2015;08:09:26.938;indoor temperature;20.2;°C
01/03/2015;08:09:29.548;volatile organic compounds;0.04;ppm
01/03/2015;08:09:34.668;carbon dioxide;390;ppm
01/03/2015;08:10:20.850;indoor relative humidity;37.0;%
01/03/2015;08:11:20.422;indoor relative humidity;37.0;%
01/03/2015;08:12:20.155;indoor relative humidity;37.0;%
01/03/2015;08:12:25.035;indoor temperature;20.2;°C
01/03/2015;08:12:31.056;volatile organic compounds;0.04;ppm
01/03/2015;08:12:35.966;carbon dioxide;390;ppm
01/03/2015;08:13:22.228;indoor relative humidity;37.0;%
01/03/2015;08:14:20.440;indoor relative humidity;37.0;%
01/03/2015;08:15:21.633;indoor relative humidity;37.0;%
01/03/2015;08:15:26.843;indoor temperature;20.0;°C
01/03/2015;08:15:32.343;volatile organic compounds;0.04;ppm
01/03/2015;08:15:36.153;carbon dioxide;390;ppm
01/03/2015;08:16:20.835;indoor relative humidity;37.0;%
01/03/2015;08:17:20.027;indoor relative humidity;37.0;%
01/03/2015;08:18:21.739;indoor relative humidity;37.0;%
01/03/2015;08:18:26.940;indoor temperature;20.3;°C
01/03/2015;08:18:30.440;volatile organic compounds;0.04;ppm
01/03/2015;08:18:36.760;carbon dioxide;390;ppm
01/03/2015;08:19:20.322;indoor relative humidity;37.0;%
01/03/2015;08:20:20.635;indoor relative humidity;37.0;%
01/03/2015;08:21:19.727;indoor relative humidity;37.0;%
01/03/2015;08:21:25.058;indoor temperature;20.2;°C
01/03/2015;08:21:30.748;volatile organic compounds;0.04;ppm
01/03/2015;08:21:34.668;carbon dioxide;390;ppm
01/03/2015;08:22:19.730;indoor relative humidity;37.0;%
01/03/2015;08:23:21.622;indoor relative humidity;37.0;%
01/03/2015;08:24:20.435;indoor relative humidity;37.0;%
01/03/2015;08:24:24.625;indoor temperature;20.3;°C
01/03/2015;08:24:32.155;volatile organic compounds;0.04;ppm
01/03/2015;08:24:36.175;carbon dioxide;390;ppm
01/03/2015;08:25:19.617;indoor relative humidity;37.0;%
01/03/2015;08:26:21.239;indoor relative humidity;37.0;%
01/03/2015;08:27:20.522;indoor relative humidity;37.0;%
01/03/2015;08:27:26.652;indoor temperature;20.2;°C
01/03/2015;08:27:29.562;volatile organic compounds;0.04;ppm
01/03/2015;08:27:35.582;carbon dioxide;390;ppm
01/03/2015;08:28:19.924;indoor relative humidity;37.0;%
01/03/2015;08:29:20.537;indoor relative humidity;37.0;%
01/03/2015;08:30:20.529;indoor relative humidity;37.0;%
01/03/2015;08:30:25.949;indoor temperature;20.1;°C
01/03/2015;08:30:29.449;volatile organic compounds;0.04;ppm
01/03/2015;08:30:35.469;carbon dioxide;390;ppm
01/03/2015;08:31:20.021;indoor relative humidity;37.0;%
01/03/2015;08:32:20.335;indoor relative humidity;37.0;%
01/03/2015;08:33:21.437;indoor relative humidity;37.0;%
01/03/2015;08:33:26.347;indoor temperature;20.0;°C
01/03/2015;08:33:31.778;volatile organic compounds;0.04;ppm
01/03/2015;08:33:36.888;carbon dioxide;394;ppm
01/03/2015;08:34:22.249;indoor relative humidity;37.0;%
01/03/2015;08:35:19.662;indoor relative humidity;37.0;%
01/03/2015;08:36:20.044;indoor relative humidity;37.0;%
01/03/2015;08:36:26.235;indoor temperature;20.2;°C
01/03/2015;08:36:30.125;volatile organic compounds;0.04;ppm
01/03/2015;08:36:36.065;carbon dioxide;390;ppm
01/03/2015;08:37:19.747;indoor relative humidity;37.0;%
01/03/2015;08:38:20.459;indoor relative humidity;37.0;%
01/03/2015;08:39:20.332;indoor relative humidity;37.0;%
01/03/2015;08:39:26.652;indoor temperature;20.1;°C
01/03/2015;08:39:30.272;volatile organic compounds;0.04;ppm
01/03/2015;08:39:35.562;carbon dioxide;390;ppm
01/03/2015;08:40:20.244;indoor relative humidity;37.0;%
01/03/2015;08:41:20.426;indoor relative humidity;37.0;%
01/03/2015;08:42:20.530;indoor relative humidity;37.0;%
01/03/2015;08:42:25.470;indoor temperature;20.1;°C
01/03/2015;08:42:31.150;volatile organic compounds;0.04;ppm
01/03/2015;08:42:35.980;carbon dioxide;390;ppm
01/03/2015;08:43:20.532;indoor relative humidity;37.0;%
01/03/2015;08:44:22.336;indoor relative humidity;37.0;%
01/03/2015;08:45:22.028;indoor relative humidity;37.0;%
01/03/2015;08:45:27.358;indoor temperature;20.1;°C
01/03/2015;08:45:32.158;volatile organic compounds;0.04;ppm
01/03/2015;08:45:37.179;carbon dioxide;390;ppm
01/03/2015;08:46:20.630;indoor relative humidity;37.0;%
01/03/2015;08:47:21.243;indoor relative humidity;37.0;%
01/03/2015;08:48:22.565;indoor relative humidity;37.0;%
01/03/2015;08:48:27.555;indoor temperature;20.2;°C
01/03/2015;08:48:30.256;volatile organic compounds;0.04;ppm
01/03/2015;08:48:35.276;carbon dioxide;390;ppm
01/03/2015;08:49:22.138;indoor relative humidity;37.0;%
01/03/2015;08:50:22.110;indoor relative humidity;37.0;%
01/03/2015;08:51:20.942;indoor relative humidity;37.0;%
01/03/2015;08:51:25.773;indoor temperature;20.1;°C
01/03/2015;08:51:31.453;volatile organic compounds;0.05;ppm
01/03/2015;08:51:35.983;carbon dioxide;394;ppm
01/03/2015;08:52:21.555;indoor relative humidity;37.0;%
01/03/2015;08:53:20.957;indoor relative humidity;37.0;%
01/03/2015;08:54:20.829;indoor relative humidity;37.0;%
01/03/2015;08:54:25.660;indoor temperature;20.1;°C
01/03/2015;08:54:32.270;volatile organic compounds;0.04;ppm
01/03/2015;08:54:35.470;carbon dioxide;390;ppm
01/03/2015;08:55:20.153;indoor relative humidity;37.0;%
01/03/2015;08:56:20.045;indoor relative humidity;37.0;%
01/03/2015;08:57:20.128;indoor relative humidity;37.0;%
01/03/2015;08:57:26.238;indoor temperature;20.3;°C
01/03/2015;08:57:29.948;volatile organic compounds;0.04;ppm
01/03/2015;08:57:35.068;carbon dioxide;390;ppm
01/03/2015;08:58:19.850;indoor relative humidity;37.0;%
01/03/2015;08:59:22.153;indoor relative humidity;37.0;%
01/03/2015;09:00:22.435;indoor relative humidity;37.0;%
01/03/2015;09:00:25.365;indoor temperature;20.1;°C
01/03/2015;09:00:29.765;volatile organic compounds;0.04;ppm
01/03/2015;09:00:36.766;carbon dioxide;390;ppm
01/03/2015;09:01:20.348;indoor relative humidity;37.0;%
01/03/2015;09:02:21.930;indoor relative humidity;37.0;%
01/03/2015;09:03:19.842;indoor relative humidity;37.0;%
01/03/2015;09:03:24.962;indoor temperature;20.0;°C
01/03/2015;09:03:29.563;volatile organic compounds;0.04;ppm
01/03/2015;09:03:34.863;carbon dioxide;390;ppm
01/03/2015;09:04:22.055;indoor relative humidity;37.0;%
01/03/2015;09:05:21.437;indoor relative humidity;37.0;%
01/03/2015;09:06:21.040;indoor relative humidity;37.0;%
01/03/2015;09:06:27.150;indoor temperature;20.2;°C
01/03/2015;09:06:30.060;volatile organic compounds;0.04;ppm
01/03/2015;09:06:35.980;carbon dioxide;390;ppm
01/03/2015;09:07:20.763;indoor relative humidity;37.0;%
01/03/2015;09:08:20.845;indoor relative humidity;37.0;%
01/03/2015;09:09:21.248;indoor relative humidity;37.0;%
01/03/2015;09:09:27.268;indoor temperature;20.1;°C
01/03/2015;09:09:29.478;volatile organic compounds;0.04;ppm
01/03/2015;09:09:34.588;carbon dioxide;390;ppm
01/03/2015;09:10:20.440;indoor relative humidity;37.0;%
01/03/2015;09:11:22.063;indoor relative humidity;37.0;%
01/03/2015;09:12:20.645;indoor relative humidity;37.0;%
01/03/2015;09:12:24.655;indoor temperature;20.1;°C
01/03/2015;09:12:30.565;volatile organic compounds;0.04;ppm
01/03/2015;09:12:35.475;carbon dioxide;390;ppm
01/03/2015;09:13:21.257;indoor relative humidity;37.0;%
01/03/2015;09:14:22.240;indoor relative humidity;37.0;%
01/03/2015;09:15:20.872;indoor relative humidity;37.0;%
01/03/2015;09:15:26.162;indoor temperature;20.0;°C
01/03/2015;09:15:31.662;volatile organic compounds;0.04;ppm
01/03/2015;09:15:36.573;carbon dioxide;390;ppm
01/03/2015;09:16:21.464;indoor relative humidity;37.0;%
01/03/2015;09:17:21.337;indoor relative humidity;37.0;%
01/03/2015;09:18:19.759;indoor relative humidity;37.0;%
01/03/2015;09:18:24.849;indoor temperature;20.0;°C
01/03/2015;09:18:32.480;volatile organic compounds;0.04;ppm
01/03/2015;09:18:34.480;carbon dioxide;390;ppm
01/03/2015;09:19:19.433;indoor relative humidity;37.0;%
01/03/2015;09:20:21.745;indoor relative humidity;37.0;%
01/03/2015;09:21:19.648;indoor relative humidity;37.0;%
01/03/2015;09:21:25.768;indoor temperature;20.0;°C
01/03/2015;09:21:30.368;volatile organic compounds;0.04;ppm
01/03/2015;09:21:36.598;carbon dioxide;390;ppm
01/03/2015;09:22:20.170;indoor relative humidity;37.0;%
01/03/2015;09:23:22.562;indoor relative humidity;37.0;%
01/03/2015;09:24:20.946;indoor relative humidity;37.0;%
01/03/2015;09:24:27.256;indoor temperature;20.0;°C
01/03/2015;09:24:31.926;volatile organic compounds;0.04;ppm
01/03/2015;09:24:37.286;carbon dioxide;390;ppm
01/03/2015;09:25:21.068;indoor relative humidity;37.0;%
01/03/2015;09:26:19.970;indoor relative humidity;37.0;%
01/03/2015;09:27:22.263;indoor relative humidity;37.0;%
01/03/2015;09:27:25.173;indoor temperature;20.1;°C
01/03/2015;09:27:31.183;volatile organic compounds;0.04;ppm
01/03/2015;09:27:35.974;carbon dioxide;390;ppm
01/03/2015;09:28:21.846;indoor relative humidity;37.0;%
01/03/2015;09:29:22.058;indoor relative humidity;37.0;%
01/03/2015;09:30:22.550;indoor relative humidity;37.0;%
01/03/2015;09:30:24.760;indoor temperature;20.0;°C
01/03/2015;09:30:31.381;volatile organic compounds;0.04;ppm
01/03/2015;09:30:37.471;carbon dioxide;390;ppm
01/03/2015;09:31:20.454;indoor relative humidity;37.0;%
01/03/2015;09:32:21.436;indoor relative humidity;37.0;%
01/03/2015;09:33:22.448;indoor relative humidity;37.0;%
01/03/2015;09:33:26.258;indoor temperature;20.0;°C
01/03/2015;09:33:31.888;volatile organic compounds;0.04;ppm
01/03/2015;09:33:36.289;carbon dioxide;390;ppm
01/03/2015;09:34:20.361;indoor relative humidity;37.0;%
01/03/2015;09:35:19.743;indoor relative humidity;37.0;%
01/03/2015;09:36:22.546;indoor relative humidity;37.0;%
01/03/2015;09:36:26.456;indoor temperature;20.1;°C
01/03/2015;09:36:33.266;volatile organic compounds;0.04;ppm
01/03/2015;09:36:37.456;carbon dioxide;390;ppm
01/03/2015;09:37:20.938;indoor relative humidity;37.0;%
01/03/2015;09:38:21.460;indoor relative humidity;37.0;%
01/03/2015;09:39:21.543;indoor relative humidity;37.0;%
01/03/2015;09:39:24.873;indoor temperature;20.0;°C
01/03/2015;09:39:30.583;volatile organic compounds;0.04;ppm
01/03/2015;09:39:37.073;carbon dioxide;390;ppm
01/03/2015;09:40:22.135;indoor relative humidity;37.0;%
01/03/2015;09:41:21.837;indoor relative humidity;37.0;%
01/03/2015;09:42:21.540;indoor relative humidity;37.0;%
01/03/2015;09:42:26.360;indoor temperature;20.0;°C
01/03/2015;09:42:31.190;volatile organic compounds;0.04;ppm
01/03/2015;09:42:37.280;carbon dioxide;390;ppm
01/03/2015;09:43:22.263;indoor relative humidity;37.0;%
01/03/2015;09:44:21.845;indoor relative humidity;37.0;%
01/03/2015;09:45:19.958;indoor relative humidity;37.0;%
01/03/2015;09:45:25.378;indoor temperature;20.0;°C
01/03/2015;09:45:31.988;volatile organic compounds;0.04;ppm
01/03/2015;09:45:34.978;carbon dioxide;390;ppm
01/03/2015;09:46:21.870;indoor relative humidity;37.0;%
01/03/2015;09:47:20.462;indoor relative humidity;37.0;%
01/03/2015;09:48:22.155;indoor relative humidity;37.0;%
01/03/2015;09:48:27.175;indoor temperature;20.0;°C
01/03/2015;09:48:29.575;volatile organic compounds;0.04;ppm
